code_insee;val_ind;conc_pm10;conc_pm25;conc_no2;conc_so2;conc_o3;poll_resp;date_run;date_ech
45089;4;17.6;9.5;30.2;0.3;152.8;o3;15/06/2023;16/06/2023
41116;4;17.8;10;21.4;0.1;148.9;o3;15/06/2023;16/06/2023
18099;4;14.9;9.2;15.8;0.1;154.1;o3;15/06/2023;16/06/2023
36094;4;16.5;10.6;14.4;0.1;146.5;o3;15/06/2023;16/06/2023
41256;4;18.7;11.9;21;0.1;143.4;o3;15/06/2023;16/06/2023
28088;4;18.5;9.2;23.3;0.2;147.7;o3;15/06/2023;16/06/2023
36148;4;15.4;10.2;15.8;0.2;148;o3;15/06/2023;16/06/2023
18243;4;15.5;8.2;17.9;0.1;159.8;o3;15/06/2023;16/06/2023
18092;4;16.9;10.1;15.3;0.2;156.7;o3;15/06/2023;16/06/2023
45332;4;16.6;8.2;18.4;0.2;147.7;o3;15/06/2023;16/06/2023
37043;4;18.4;10.8;16.8;0.1;144.3;o3;15/06/2023;16/06/2023
28077;4;20.5;9.2;21.9;0.3;149.1;o3;15/06/2023;16/06/2023
37003;4;19.1;11.9;18.2;0.3;152.5;o3;15/06/2023;16/06/2023
18031;4;15.7;9.3;14.3;0.1;155.1;o3;15/06/2023;16/06/2023
37115;4;18.2;11.3;18.6;0.2;139.2;o3;15/06/2023;16/06/2023
18033;4;18.4;11;23.1;0.4;159.3;o3;15/06/2023;16/06/2023
37143;4;18;10.9;15.4;0.2;138.1;o3;15/06/2023;16/06/2023
36177;4;14.8;10;14.1;0.2;144.4;o3;15/06/2023;16/06/2023
37012;4;18.1;11.2;16.2;0.3;145.7;o3;15/06/2023;16/06/2023
36210;4;16.1;10.3;14.4;0.1;149.4;o3;15/06/2023;16/06/2023
37272;4;19;11.3;20.7;0.2;142.6;o3;15/06/2023;16/06/2023
36040;4;16.5;10.5;14.2;0.1;152.9;o3;15/06/2023;16/06/2023
28219;4;18.2;8.8;22.4;0.2;145;o3;15/06/2023;16/06/2023
18110;4;14.3;8.3;16.9;0.1;161;o3;15/06/2023;16/06/2023
36198;4;17;10.4;16.1;0.1;153.6;o3;15/06/2023;16/06/2023
28113;4;21.3;10.2;27.1;0.4;148.5;o3;15/06/2023;16/06/2023
45218;4;16;8.2;17.6;0.2;145.9;o3;15/06/2023;16/06/2023
36182;4;14.7;9.7;15.2;0.1;140.7;o3;15/06/2023;16/06/2023
28065;4;18.7;8.8;18.2;0.3;146.7;o3;15/06/2023;16/06/2023
41071;4;18.7;11;17.8;0.1;144.2;o3;15/06/2023;16/06/2023
41285;4;18.5;11.2;15;0.1;142.3;o3;15/06/2023;16/06/2023
18057;4;15.2;9.8;15.9;0.1;137.8;o3;15/06/2023;16/06/2023
45001;4;15.4;7.9;17.2;0.1;144.9;o3;15/06/2023;16/06/2023
18082;4;14.3;9.1;14;0.5;157.3;o3;15/06/2023;16/06/2023
18013;4;15.4;9.4;14.5;0.1;154.6;o3;15/06/2023;16/06/2023
37175;4;19.1;11.1;19.8;0.1;144.6;o3;15/06/2023;16/06/2023
45161;4;17.8;8.5;19;0.4;156.4;o3;15/06/2023;16/06/2023
36131;4;16;10.3;15.2;0.1;151;o3;15/06/2023;16/06/2023
37184;4;17.4;10.9;14.2;0.1;136;o3;15/06/2023;16/06/2023
37166;4;19.1;11;23.5;0.1;144.3;o3;15/06/2023;16/06/2023
18219;4;18.1;11.5;17.4;0.1;154.7;o3;15/06/2023;16/06/2023
18180;4;17.1;10.2;20.4;0.3;158.7;o3;15/06/2023;16/06/2023
45084;4;17.1;9;18.7;0.2;154.3;o3;15/06/2023;16/06/2023
37031;4;18.1;10.7;14.4;0.3;157.9;o3;15/06/2023;16/06/2023
37204;4;19.5;11;19.5;0.1;145.1;o3;15/06/2023;16/06/2023
37279;4;18.7;10.7;19.7;0.3;143.9;o3;15/06/2023;16/06/2023
28191;4;21.3;10.4;27.5;0.4;148.3;o3;15/06/2023;16/06/2023
41297;4;18.2;11.2;15.7;0.1;149.9;o3;15/06/2023;16/06/2023
18111;4;15.8;9.1;15.2;0.1;154.1;o3;15/06/2023;16/06/2023
37183;4;17.9;10.9;17.7;0.1;139.6;o3;15/06/2023;16/06/2023
36208;4;15.3;10;16;0.1;148.2;o3;15/06/2023;16/06/2023
18115;4;16;9.4;15.1;0.1;156.3;o3;15/06/2023;16/06/2023
18045;4;15.2;8.9;14;0.1;155.3;o3;15/06/2023;16/06/2023
45167;4;18.2;9.9;21.6;0.2;146.5;o3;15/06/2023;16/06/2023
18217;4;15.1;9.8;15.5;0.1;139.3;o3;15/06/2023;16/06/2023
28195;4;21.1;10.1;25.8;0.4;148.4;o3;15/06/2023;16/06/2023
18204;4;16.2;9.7;17.7;0.2;157.3;o3;15/06/2023;16/06/2023
45036;4;15.7;8.1;17.3;0.2;144.8;o3;15/06/2023;16/06/2023
36085;4;17.4;10.1;15.2;0.1;153.2;o3;15/06/2023;16/06/2023
41073;4;17.7;9.9;21.4;0.1;151.3;o3;15/06/2023;16/06/2023
36054;4;16.9;10.8;16;0.1;155.6;o3;15/06/2023;16/06/2023
41096;4;17.4;8.9;18.6;0.1;154.9;o3;15/06/2023;16/06/2023
41203;4;18.5;11.1;24.3;0.1;143.4;o3;15/06/2023;16/06/2023
37222;4;17.7;10.9;17.6;0.1;138.4;o3;15/06/2023;16/06/2023
18040;4;15.9;9.5;15.1;0.1;156.4;o3;15/06/2023;16/06/2023
36118;4;16.1;10.4;13.8;0.1;152.5;o3;15/06/2023;16/06/2023
37200;4;18.3;11.2;16;0.3;152.6;o3;15/06/2023;16/06/2023
28064;4;21;9.9;25.8;0.4;147;o3;15/06/2023;16/06/2023
18212;4;15.3;9.5;15;0.1;154.2;o3;15/06/2023;16/06/2023
18187;4;14.1;9.5;14.4;0.1;138.1;o3;15/06/2023;16/06/2023
28031;4;18.5;8.8;20;0.2;145.5;o3;15/06/2023;16/06/2023
41085;4;18.9;11.1;18.1;0.1;143.6;o3;15/06/2023;16/06/2023
45063;4;14.8;8.5;16;0.1;139.8;o3;15/06/2023;16/06/2023
45331;4;16.3;9.1;15.2;0.1;143.9;o3;15/06/2023;16/06/2023
18028;4;16.9;10.4;18;0.1;151.9;o3;15/06/2023;16/06/2023
18140;4;16.9;10.6;21.5;0.1;144.6;o3;15/06/2023;16/06/2023
45180;4;15.8;8.2;17.4;0.2;144.7;o3;15/06/2023;16/06/2023
36199;4;16.4;9.9;15.5;0.1;154.2;o3;15/06/2023;16/06/2023
18188;4;16.5;9.9;14.1;0.1;147;o3;15/06/2023;16/06/2023
18135;4;15.8;9.9;14.9;0.1;141;o3;15/06/2023;16/06/2023
36235;4;17.1;10.1;14;0.1;162.1;o3;15/06/2023;16/06/2023
41249;4;18.1;11.5;15.9;0.2;152.9;o3;15/06/2023;16/06/2023
36082;4;16.8;10.1;13.2;0.1;154.8;o3;15/06/2023;16/06/2023
18138;4;17.1;10.4;18.6;0.1;151.3;o3;15/06/2023;16/06/2023
41120;4;18.1;10;18.7;0.1;147.5;o3;15/06/2023;16/06/2023
41251;4;17.4;10.1;14.9;0.1;153.3;o3;15/06/2023;16/06/2023
36124;4;15.5;10.4;14.6;0.1;152.9;o3;15/06/2023;16/06/2023
36098;4;16.8;10;14.4;0.1;153.1;o3;15/06/2023;16/06/2023
41143;4;17.6;9.3;18.1;0.1;152.7;o3;15/06/2023;16/06/2023
41102;4;18.4;10.1;19.2;0.1;146.2;o3;15/06/2023;16/06/2023
45031;4;17.7;8.8;18.5;0.2;155.4;o3;15/06/2023;16/06/2023
18225;4;14.8;9.8;15.2;0.1;139.4;o3;15/06/2023;16/06/2023
37186;4;17.8;10.9;17.3;0.2;140.4;o3;15/06/2023;16/06/2023
37093;4;17.5;10.8;14.4;0.3;140.3;o3;15/06/2023;16/06/2023
36207;4;15.2;10;15;0.2;145.5;o3;15/06/2023;16/06/2023
18127;4;15.7;9.9;12.8;0.1;144.3;o3;15/06/2023;16/06/2023
36156;4;14.6;9.8;14.4;0.1;147.4;o3;15/06/2023;16/06/2023
45196;4;17.7;9.6;22.3;0.2;142.4;o3;15/06/2023;16/06/2023
36134;4;14.7;9.6;17.2;0.1;139.4;o3;15/06/2023;16/06/2023
41278;4;18.2;10.4;20.7;0.1;141.9;o3;15/06/2023;16/06/2023
28287;4;18.4;8.7;18.3;0.3;148.8;o3;15/06/2023;16/06/2023
37158;4;19.1;11.1;21.6;0.1;145;o3;15/06/2023;16/06/2023
18037;4;17.3;10.4;14.9;0.1;163.5;o3;15/06/2023;16/06/2023
37211;4;18;10.7;15.2;0.2;144;o3;15/06/2023;16/06/2023
28378;4;19.3;9;18.3;0.2;145.5;o3;15/06/2023;16/06/2023
41066;4;18.6;11.1;22.9;0.1;144.7;o3;15/06/2023;16/06/2023
18149;4;16.9;10.4;14.4;0.1;158.4;o3;15/06/2023;16/06/2023
37126;4;17.5;10.2;16;0.3;143.8;o3;15/06/2023;16/06/2023
41184;4;18.1;10.1;19.8;0.1;142.5;o3;15/06/2023;16/06/2023
37216;4;17.5;10.9;17.2;0.3;140.7;o3;15/06/2023;16/06/2023
36103;4;16.9;10.2;13.9;0;163.7;o3;15/06/2023;16/06/2023
36074;4;16.9;10.7;16.4;0.1;155.9;o3;15/06/2023;16/06/2023
18164;4;14.8;9;13.4;0.3;156.8;o3;15/06/2023;16/06/2023
41130;4;19.1;11;20.3;0.1;142.9;o3;15/06/2023;16/06/2023
28424;4;18.7;8.9;20.2;0.3;145.4;o3;15/06/2023;16/06/2023
41175;4;18;10.1;21.3;0.1;148.5;o3;15/06/2023;16/06/2023
41016;4;17.8;10.9;18.4;0.1;144.1;o3;15/06/2023;16/06/2023
37210;4;17.7;10.9;13.9;0.3;150.5;o3;15/06/2023;16/06/2023
18007;4;14.7;9.1;14;0.3;157;o3;15/06/2023;16/06/2023
36069;4;16.9;10.3;14.9;0.1;160.2;o3;15/06/2023;16/06/2023
37014;4;18.8;11.4;19;0.3;149.7;o3;15/06/2023;16/06/2023
28395;4;19.2;9;18.5;0.2;145.3;o3;15/06/2023;16/06/2023
45145;4;18;8.5;20.5;0.4;159.8;o3;15/06/2023;16/06/2023
36113;4;16.7;10.8;13.9;0.1;154.5;o3;15/06/2023;16/06/2023
28071;4;20.1;9.1;19.8;0.3;147.4;o3;15/06/2023;16/06/2023
36044;4;20.1;12.5;30;0.2;154.3;o3;15/06/2023;16/06/2023
41137;4;18.3;10.5;16.7;0.1;143.5;o3;15/06/2023;16/06/2023
28425;4;21.2;10.3;26.2;0.3;148.6;o3;15/06/2023;16/06/2023
36036;4;16.2;10.5;14.4;0.2;148.1;o3;15/06/2023;16/06/2023
41157;4;17.8;11.1;14.7;0.1;143.3;o3;15/06/2023;16/06/2023
41242;4;17.7;10.8;19.1;0.1;144.1;o3;15/06/2023;16/06/2023
41046;4;18;11.1;16.3;0.1;152.1;o3;15/06/2023;16/06/2023
37038;4;18.7;11.3;18;0.3;153.3;o3;15/06/2023;16/06/2023
18039;4;15.1;8.4;15.8;0.1;156.3;o3;15/06/2023;16/06/2023
18065;4;16.7;10.3;12;0.1;144;o3;15/06/2023;16/06/2023
18231;4;15;9.5;15.9;0.1;153;o3;15/06/2023;16/06/2023
45041;4;18.2;8.8;19.1;0.3;160.3;o3;15/06/2023;16/06/2023
37074;4;17.8;10.5;17.7;0.4;152.3;o3;15/06/2023;16/06/2023
36009;4;17.7;11.4;12.7;0.1;154.2;o3;15/06/2023;16/06/2023
37132;4;17.9;10.9;17.6;0.1;140.9;o3;15/06/2023;16/06/2023
37026;4;17.6;11;14.4;0.1;137.2;o3;15/06/2023;16/06/2023
41125;4;18.3;11.7;14.2;0.1;136.5;o3;15/06/2023;16/06/2023
18113;4;15.7;9.6;15.3;0.1;154.3;o3;15/06/2023;16/06/2023
18175;4;15.9;9.7;15.1;0.1;154.9;o3;15/06/2023;16/06/2023
37111;4;17.8;10.9;15.9;0.1;145.6;o3;15/06/2023;16/06/2023
36076;4;16.9;10.9;15.9;0.2;152.3;o3;15/06/2023;16/06/2023
18101;4;15.3;9.4;15.2;0.1;154.5;o3;15/06/2023;16/06/2023
36101;4;17.2;10.8;15.7;0.1;153.4;o3;15/06/2023;16/06/2023
37149;4;19.5;11.1;18.2;0.1;145.7;o3;15/06/2023;16/06/2023
45199;4;16.2;7.9;18.8;0.1;146;o3;15/06/2023;16/06/2023
18126;4;15.5;9.5;14.5;0.1;152.8;o3;15/06/2023;16/06/2023
36067;4;15.4;10.2;14;0.1;141.9;o3;15/06/2023;16/06/2023
45010;4;19;9.4;22.6;0.3;162;o3;15/06/2023;16/06/2023
18260;4;16.2;9.8;15.4;0.1;154.8;o3;15/06/2023;16/06/2023
41075;4;17.5;9.2;18.3;0.1;152.6;o3;15/06/2023;16/06/2023
36125;4;16.6;9.9;15.9;0.1;154.7;o3;15/06/2023;16/06/2023
37076;4;17.8;10.3;16.7;0.3;143.9;o3;15/06/2023;16/06/2023
28234;4;20.2;9.4;21.1;0.2;149;o3;15/06/2023;16/06/2023
37002;4;19.8;11.4;22.4;0.2;147;o3;15/06/2023;16/06/2023
45111;4;18.3;9;18.8;0.3;156.1;o3;15/06/2023;16/06/2023
18074;4;14.8;8.2;17.2;0.1;161.2;o3;15/06/2023;16/06/2023
45204;4;17.3;9.8;21.9;0.1;141.1;o3;15/06/2023;16/06/2023
18251;4;14.8;9;16;0.1;153.4;o3;15/06/2023;16/06/2023
45119;4;19.2;9.4;24.7;0.3;168.1;o3;15/06/2023;16/06/2023
37065;4;16.5;10.6;14.8;0.3;136.4;o3;15/06/2023;16/06/2023
28229;4;21.6;10.3;27.7;0.5;147.7;o3;15/06/2023;16/06/2023
28313;4;20.1;9.5;22.1;0.3;149.9;o3;15/06/2023;16/06/2023
37081;4;19.6;11.3;20.2;0.2;146.9;o3;15/06/2023;16/06/2023
41187;4;18.2;10.1;19.7;0.1;147.2;o3;15/06/2023;16/06/2023
36089;4;17.5;10.9;12.8;0.1;153.1;o3;15/06/2023;16/06/2023
45280;4;15.3;8.3;19;0.2;142.1;o3;15/06/2023;16/06/2023
28200;4;20.7;9.5;21.7;0.3;146.5;o3;15/06/2023;16/06/2023
28164;4;19.7;9.4;21.9;0.3;152.6;o3;15/06/2023;16/06/2023
28056;4;21.2;10.1;26.6;0.4;148.1;o3;15/06/2023;16/06/2023
18249;4;15.6;8.8;15.6;0.1;153.5;o3;15/06/2023;16/06/2023
36226;4;16.7;10.4;13.6;0.1;149.8;o3;15/06/2023;16/06/2023
45281;4;17.3;8.3;22.1;0.3;149.2;o3;15/06/2023;16/06/2023
41261;4;18.6;10.4;19.7;0.1;143.3;o3;15/06/2023;16/06/2023
28105;4;19.2;8.9;19.3;0.2;147.1;o3;15/06/2023;16/06/2023
37069;4;17.1;10.6;15.8;0.1;144.7;o3;15/06/2023;16/06/2023
18270;4;15.8;9.7;13.5;0.1;148.5;o3;15/06/2023;16/06/2023
36037;4;18;10.6;16.1;0.1;152.3;o3;15/06/2023;16/06/2023
18201;4;15.9;9.8;14.1;0.1;149.4;o3;15/06/2023;16/06/2023
36043;4;15.8;10.2;15.4;0.1;148.4;o3;15/06/2023;16/06/2023
18286;4;16;9.7;15.4;0.2;155;o3;15/06/2023;16/06/2023
37042;4;17.8;10.2;17.3;0.3;146.9;o3;15/06/2023;16/06/2023
18246;4;15.6;8.3;16.8;0.1;159.9;o3;15/06/2023;16/06/2023
37148;4;16.9;10.8;16.1;0.2;137;o3;15/06/2023;16/06/2023
18285;4;16.6;9.9;15;0.1;148.5;o3;15/06/2023;16/06/2023
41221;4;19.2;10.7;18.3;0.1;144.5;o3;15/06/2023;16/06/2023
41205;4;18.9;10.8;23.5;0.1;141.7;o3;15/06/2023;16/06/2023
28242;4;19.3;9;20.6;0.2;148.5;o3;15/06/2023;16/06/2023
18182;4;16.7;9.9;15.9;0.1;145.5;o3;15/06/2023;16/06/2023
45242;4;16.5;8.2;18.2;0.2;147.4;o3;15/06/2023;16/06/2023
37157;4;16.5;10.3;14.6;0.1;144.1;o3;15/06/2023;16/06/2023
41065;4;18.4;10.3;20.1;0.1;147;o3;15/06/2023;16/06/2023
18233;4;15.1;8.3;15.9;0.1;160.9;o3;15/06/2023;16/06/2023
41025;4;18.1;11.2;15.5;0.1;144.9;o3;15/06/2023;16/06/2023
18271;4;17;10.4;16.1;0.1;153.3;o3;15/06/2023;16/06/2023
18145;4;15.9;9.8;14.7;0.1;155.8;o3;15/06/2023;16/06/2023
41259;4;18.4;10.1;19.8;0.1;146.6;o3;15/06/2023;16/06/2023
45131;4;18.5;9;18.9;0.3;165.8;o3;15/06/2023;16/06/2023
18155;4;15;9;13.7;0.3;156.1;o3;15/06/2023;16/06/2023
37024;4;18.4;10.8;12.7;0.3;157.3;o3;15/06/2023;16/06/2023
28068;4;21.3;10.1;25;0.3;148.5;o3;15/06/2023;16/06/2023
41036;4;17.6;10.4;15.3;0.1;153.7;o3;15/06/2023;16/06/2023
45179;4;18.8;11.1;21.9;0.1;138.3;o3;15/06/2023;16/06/2023
37037;4;19.7;11;24.5;0.2;144.3;o3;15/06/2023;16/06/2023
45125;4;18.8;9;19.9;0.3;168.7;o3;15/06/2023;16/06/2023
36108;4;17;10.5;12.9;0.1;150.4;o3;15/06/2023;16/06/2023
36171;4;16.3;9.9;18.1;0.1;154.6;o3;15/06/2023;16/06/2023
36065;4;16.3;9.8;16.3;0.1;154.5;o3;15/06/2023;16/06/2023
37249;4;20.1;11.3;27.2;0.2;146.9;o3;15/06/2023;16/06/2023
37244;4;17;10.5;14.6;0.3;140.4;o3;15/06/2023;16/06/2023
36022;4;16.3;10.4;13.5;0.1;151;o3;15/06/2023;16/06/2023
28284;4;19.5;9.3;20.7;0.3;152.8;o3;15/06/2023;16/06/2023
45100;4;17.6;9.5;32;0.4;153.9;o3;15/06/2023;16/06/2023
45132;4;18.4;9;19.3;0.3;163;o3;15/06/2023;16/06/2023
45054;4;18.9;9.1;20.8;0.3;169.2;o3;15/06/2023;16/06/2023
18136;4;15.6;9.8;13.5;0.1;146;o3;15/06/2023;16/06/2023
45043;4;16.9;9.2;26.7;0.2;150.9;o3;15/06/2023;16/06/2023
28149;4;20.5;9.3;20.7;0.3;147.8;o3;15/06/2023;16/06/2023
28166;4;20.2;9.2;20.3;0.3;147.3;o3;15/06/2023;16/06/2023
37116;4;18.8;10.6;17.3;0.1;146;o3;15/06/2023;16/06/2023
45170;4;19.4;9.4;20.1;0.3;166.6;o3;15/06/2023;16/06/2023
36126;4;15.6;10.1;14.4;0.2;148.2;o3;15/06/2023;16/06/2023
41164;4;17.1;10.5;17.7;0.1;146.8;o3;15/06/2023;16/06/2023
28208;4;21.1;10.3;25.8;0.3;150.3;o3;15/06/2023;16/06/2023
28421;4;20.4;9.7;23.3;0.3;149.2;o3;15/06/2023;16/06/2023
18197;4;15.4;9.8;17.2;0.1;150.5;o3;15/06/2023;16/06/2023
37205;4;18.1;11.2;17;0.2;144.5;o3;15/06/2023;16/06/2023
28418;4;18.4;8.7;18;0.3;145.9;o3;15/06/2023;16/06/2023
41267;4;18.1;10.9;14.9;0.2;150.3;o3;15/06/2023;16/06/2023
18199;4;16;10;11.9;0.1;146.3;o3;15/06/2023;16/06/2023
41020;4;17.8;9.7;17.3;0.1;144.9;o3;15/06/2023;16/06/2023
37195;4;19.9;11.7;40.2;0.4;146.5;o3;15/06/2023;16/06/2023
18088;4;15.9;9.5;15.5;0.1;157.9;o3;15/06/2023;16/06/2023
45175;4;18.3;10.8;20.2;0.1;139.5;o3;15/06/2023;16/06/2023
28081;4;19.7;9.2;21.2;0.3;150.6;o3;15/06/2023;16/06/2023
37242;4;17.8;10.5;17.6;0.4;149.3;o3;15/06/2023;16/06/2023
36141;4;16.7;10.4;13.5;0.1;149.6;o3;15/06/2023;16/06/2023
18274;4;15.1;8.3;15.7;0.1;157.9;o3;15/06/2023;16/06/2023
45033;4;18.5;9;19.1;0.3;165.7;o3;15/06/2023;16/06/2023
45061;4;17.8;8.6;19.1;0.3;156.1;o3;15/06/2023;16/06/2023
37267;4;19;11.5;20.5;0.3;150.3;o3;15/06/2023;16/06/2023
45255;4;18.1;8.6;20.1;0.3;160.3;o3;15/06/2023;16/06/2023
45206;4;17.9;8.6;19.6;0.3;155.9;o3;15/06/2023;16/06/2023
36159;4;19.7;12.3;24.1;0.2;155.6;o3;15/06/2023;16/06/2023
28050;4;20.6;9.6;24.4;0.3;146.5;o3;15/06/2023;16/06/2023
18108;4;15.4;9.5;15.3;0.2;155.8;o3;15/06/2023;16/06/2023
45346;4;17.4;9.4;19;0.2;155;o3;15/06/2023;16/06/2023
37054;4;18.6;11;25.2;0.2;146.6;o3;15/06/2023;16/06/2023
36190;4;17.9;10.8;16.3;0.2;152.7;o3;15/06/2023;16/06/2023
37062;4;19.5;11.4;26.8;0.3;146.2;o3;15/06/2023;16/06/2023
45200;4;17.6;10.5;16;0.1;142.9;o3;15/06/2023;16/06/2023
37027;4;17.8;11;16.9;0.2;150.2;o3;15/06/2023;16/06/2023
18278;4;14.2;9.6;15.6;0.1;145.7;o3;15/06/2023;16/06/2023
18159;4;18.5;11.6;15.7;0.1;159.1;o3;15/06/2023;16/06/2023
36232;4;16.2;10.5;12.3;0.1;152.4;o3;15/06/2023;16/06/2023
18030;4;14.6;8.1;16.3;0.1;157.1;o3;15/06/2023;16/06/2023
45336;4;16.1;9;15.8;0.1;145.4;o3;15/06/2023;16/06/2023
45248;4;17.6;8.8;19.2;0.2;145.5;o3;15/06/2023;16/06/2023
36095;4;14.5;9.7;14.8;0.1;147.5;o3;15/06/2023;16/06/2023
18256;4;15.5;8.3;15.6;0.1;157.5;o3;15/06/2023;16/06/2023
37079;4;18.2;11.3;16.9;0.2;152;o3;15/06/2023;16/06/2023
41220;4;18.8;11.1;21.5;0.1;145;o3;15/06/2023;16/06/2023
28086;4;18.5;8.8;20.1;0.2;145.3;o3;15/06/2023;16/06/2023
18066;4;16.8;10;15.3;0.1;146.6;o3;15/06/2023;16/06/2023
41007;4;18.3;10.7;19.9;0.1;143.2;o3;15/06/2023;16/06/2023
45165;4;16.8;8.3;18.5;0.3;147.9;o3;15/06/2023;16/06/2023
18142;4;15.6;9.7;15.2;0.1;154.3;o3;15/06/2023;16/06/2023
45240;4;19.2;9.2;19.7;0.3;155.5;o3;15/06/2023;16/06/2023
37269;4;17.6;10.9;16.4;0.1;137.3;o3;15/06/2023;16/06/2023
45214;4;18.5;9.1;19.7;0.4;151.6;o3;15/06/2023;16/06/2023
18128;4;16.8;10;16.4;0.1;146.2;o3;15/06/2023;16/06/2023
36032;4;15.1;10.1;16.6;0.2;147.6;o3;15/06/2023;16/06/2023
18161;4;15.4;9.1;13.6;0.1;153.8;o3;15/06/2023;16/06/2023
45154;4;18.2;9.6;25.4;0.2;149;o3;15/06/2023;16/06/2023
37212;4;17.7;10.8;16.5;0.2;137.9;o3;15/06/2023;16/06/2023
37083;4;17.5;10.6;14.7;0.2;144.6;o3;15/06/2023;16/06/2023
37134;4;17.8;10.7;15.3;0.2;138;o3;15/06/2023;16/06/2023
37005;4;17.7;11.2;19.4;0.2;137.4;o3;15/06/2023;16/06/2023
37121;4;16.8;10.9;15.4;0.2;136.7;o3;15/06/2023;16/06/2023
41128;4;19;11.4;26.8;0.2;143.5;o3;15/06/2023;16/06/2023
41260;4;18.7;11.2;15.6;0.1;144.3;o3;15/06/2023;16/06/2023
28245;4;20.5;9.7;23.8;0.3;150.3;o3;15/06/2023;16/06/2023
28041;4;20;9.3;21.9;0.2;150.3;o3;15/06/2023;16/06/2023
18257;4;15.5;8.2;18.4;0.1;159.8;o3;15/06/2023;16/06/2023
45105;4;16.9;8.3;18.6;0.3;147.9;o3;15/06/2023;16/06/2023
45027;4;17.3;8.7;18.4;0.2;153.2;o3;15/06/2023;16/06/2023
45151;4;18.5;9;19.2;0.3;165;o3;15/06/2023;16/06/2023
28283;4;18.2;8.7;18.1;0.3;145;o3;15/06/2023;16/06/2023
37185;4;18.9;11.6;18.5;0.2;147.4;o3;15/06/2023;16/06/2023
41265;4;17.8;9.8;17.3;0.1;144.2;o3;15/06/2023;16/06/2023
41201;4;17.9;9.8;17.8;0.1;142.7;o3;15/06/2023;16/06/2023
36122;4;16.6;10;19.6;0.1;152.8;o3;15/06/2023;16/06/2023
45271;4;14.8;8.1;19.1;0.2;142.7;o3;15/06/2023;16/06/2023
41118;4;18;11.6;15;0.1;137.6;o3;15/06/2023;16/06/2023
37142;4;17.5;10.8;17.2;0.2;139.7;o3;15/06/2023;16/06/2023
37162;4;17.8;11;17;0.1;137.6;o3;15/06/2023;16/06/2023
28269;4;20.9;9.9;24.4;0.3;150.4;o3;15/06/2023;16/06/2023
18032;4;15.3;8.2;18.7;0.1;160.8;o3;15/06/2023;16/06/2023
45070;4;14.3;7.5;16.2;0.1;142.9;o3;15/06/2023;16/06/2023
45039;4;16.4;9;21.6;0.2;148.2;o3;15/06/2023;16/06/2023
41226;4;18;10.3;22.8;0.1;148.7;o3;15/06/2023;16/06/2023
28256;4;18.5;8.8;18.5;0.2;145;o3;15/06/2023;16/06/2023
28108;4;18.2;8.6;17.8;0.3;145.9;o3;15/06/2023;16/06/2023
18006;4;16.5;9.9;17.1;0.2;157.4;o3;15/06/2023;16/06/2023
36097;4;17.6;10.2;15.4;0.1;152.3;o3;15/06/2023;16/06/2023
28389;4;18.1;9.2;20.3;0.2;147.5;o3;15/06/2023;16/06/2023
18178;4;14.6;9.6;16.3;0.1;148.9;o3;15/06/2023;16/06/2023
28187;4;20.7;9.7;25;0.4;146.8;o3;15/06/2023;16/06/2023
36234;4;15.9;10.1;15.1;0.1;151.8;o3;15/06/2023;16/06/2023
36079;4;17.2;10.3;13.1;0.1;153.8;o3;15/06/2023;16/06/2023
41155;4;18.7;11.2;21.7;0.1;144.8;o3;15/06/2023;16/06/2023
28360;4;21.1;9.9;23.8;0.3;149.5;o3;15/06/2023;16/06/2023
28170;4;22;10.6;25.3;0.3;149.4;o3;15/06/2023;16/06/2023
28301;4;20.9;9.8;24;0.3;147.3;o3;15/06/2023;16/06/2023
45184;4;15.5;8.6;18;0.1;142.8;o3;15/06/2023;16/06/2023
45021;4;18.5;9;19.1;0.3;165.6;o3;15/06/2023;16/06/2023
18195;4;15;8.9;13.9;0.1;154;o3;15/06/2023;16/06/2023
28255;4;20.3;9.6;22.7;0.3;149.4;o3;15/06/2023;16/06/2023
45114;4;18;8.6;19.5;0.3;159.3;o3;15/06/2023;16/06/2023
36162;4;17.6;10.2;14.4;0.1;159.7;o3;15/06/2023;16/06/2023
37053;4;17.6;10.8;16.9;0.1;139.2;o3;15/06/2023;16/06/2023
41031;4;18.3;11.2;18.2;0.2;146.3;o3;15/06/2023;16/06/2023
28363;4;20.8;10.1;26.2;0.3;158.7;o3;15/06/2023;16/06/2023
37127;4;17.3;10.4;15.4;0.1;146.7;o3;15/06/2023;16/06/2023
45081;4;17.6;9.6;18.7;0.2;144.4;o3;15/06/2023;16/06/2023
41113;4;18.1;9.9;17.9;0.1;143;o3;15/06/2023;16/06/2023
36146;4;15.8;10.1;14.4;0.2;149;o3;15/06/2023;16/06/2023
45120;4;14.5;7.6;17.8;0.1;142.5;o3;15/06/2023;16/06/2023
45116;4;18.1;10.4;21.1;0.1;139.2;o3;15/06/2023;16/06/2023
45181;4;19;9.1;18.9;0.3;154.9;o3;15/06/2023;16/06/2023
36196;4;14.6;9.7;15;0.2;142.8;o3;15/06/2023;16/06/2023
37045;4;17.6;11.1;18.4;0.2;139.3;o3;15/06/2023;16/06/2023
37256;4;16.8;10.5;14.4;0.3;139.4;o3;15/06/2023;16/06/2023
28207;4;20.6;9.9;25.2;0.3;154.9;o3;15/06/2023;16/06/2023
