code_insee;val_ind;conc_pm10;conc_pm25;conc_no2;conc_so2;conc_o3;poll_resp;date_run;date_ech
18054;4;14.3;9;11.3;0.1;150.6;o3;16/06/2023;17/06/2023
41146;4;12.5;8;9.5;0.1;137.4;o3;16/06/2023;17/06/2023
36061;4;12.5;7.5;10.3;0.3;142.1;o3;16/06/2023;17/06/2023
18117;4;14.9;9;11.5;0.1;147.3;o3;16/06/2023;17/06/2023
37084;4;15.5;9.6;9.8;0.2;142.6;o3;16/06/2023;17/06/2023
18096;4;15.2;9.8;11.4;0.1;147.6;o3;16/06/2023;17/06/2023
36114;4;12;6.8;9.3;0;138;o3;16/06/2023;17/06/2023
36197;4;11.8;6.8;9.9;0;138.7;o3;16/06/2023;17/06/2023
36058;4;12.1;7;10.3;0.1;139.8;o3;16/06/2023;17/06/2023
28386;4;18;10.5;17.7;0.1;133.9;o3;16/06/2023;17/06/2023
37170;4;16;9.9;12.8;0.1;142.4;o3;16/06/2023;17/06/2023
41273;4;15.4;9.6;12.8;0.1;144.8;o3;16/06/2023;17/06/2023
37231;4;15.7;9.5;11.3;0.1;142.8;o3;16/06/2023;17/06/2023
36189;4;12.7;7.6;9.6;0.3;142.8;o3;16/06/2023;17/06/2023
36200;4;13.5;7.8;8.3;0.1;142.1;o3;16/06/2023;17/06/2023
18010;4;14;8.9;10.9;0.1;146.6;o3;16/06/2023;17/06/2023
36186;4;13.1;8.2;10.3;0.2;151.5;o3;16/06/2023;17/06/2023
36236;4;13.4;8.3;11.8;0.2;150.3;o3;16/06/2023;17/06/2023
36221;4;13;8;12.1;0.2;149.4;o3;16/06/2023;17/06/2023
18192;4;14.1;8.9;11.4;0.2;145.2;o3;16/06/2023;17/06/2023
28323;4;18;10.5;16.9;0.1;134.3;o3;16/06/2023;17/06/2023
37118;4;14.8;9.6;10;0.4;141.4;o3;16/06/2023;17/06/2023
36063;4;15.9;9.7;25.3;0.2;151.4;o3;16/06/2023;17/06/2023
37108;4;13.3;8.1;11.5;0.1;139.3;o3;16/06/2023;17/06/2023
36228;4;13.8;8.3;8;0.1;147.8;o3;16/06/2023;17/06/2023
37033;4;12.3;7.4;9.2;0.1;141.2;o3;16/06/2023;17/06/2023
41245;4;15.3;10;16.3;0.1;144.7;o3;16/06/2023;17/06/2023
37261;4;16.9;10.7;21.9;0.7;144.3;o3;16/06/2023;17/06/2023
45115;4;15.2;7.7;17.2;0.1;144.5;o3;16/06/2023;17/06/2023
28335;4;17.6;10.1;14.4;0;134;o3;16/06/2023;17/06/2023
18015;4;14.4;9.3;12.2;0.1;147.8;o3;16/06/2023;17/06/2023
45306;4;15.6;8.1;16.6;0.1;144.9;o3;16/06/2023;17/06/2023
28305;4;16.4;9.6;14.6;0.1;137.1;o3;16/06/2023;17/06/2023
41219;4;15.4;9.7;12.5;0.1;145.7;o3;16/06/2023;17/06/2023
18017;4;14.3;9.1;12;0.1;149.4;o3;16/06/2023;17/06/2023
18242;4;14.4;9.5;12.4;0.1;151.6;o3;16/06/2023;17/06/2023
28027;4;15.6;9.4;12.3;0.1;133.8;o3;16/06/2023;17/06/2023
45006;4;15.8;10.2;12;0.1;140;o3;16/06/2023;17/06/2023
37167;4;16;9.9;13.5;0.1;142.5;o3;16/06/2023;17/06/2023
41180;4;13.6;8.6;9.6;0.1;136;o3;16/06/2023;17/06/2023
36017;4;13.2;8.1;10.3;0.1;151.6;o3;16/06/2023;17/06/2023
18035;4;14.7;8.9;9.7;0.1;149.5;o3;16/06/2023;17/06/2023
37087;4;13.2;8.5;9.7;0.2;133.7;o3;16/06/2023;17/06/2023
37226;4;13.8;8.6;14.4;0.1;142.1;o3;16/06/2023;17/06/2023
18290;4;14.9;9.5;9.4;0.1;150.6;o3;16/06/2023;17/06/2023
28414;4;17.3;10;15.4;0.1;133.6;o3;16/06/2023;17/06/2023
28322;4;18.9;10.9;18.5;0.2;135.6;o3;16/06/2023;17/06/2023
28051;4;16.6;9.8;16;0.1;137;o3;16/06/2023;17/06/2023
37196;4;13.4;8.6;10.1;0.2;133.3;o3;16/06/2023;17/06/2023
37095;4;14.9;9.1;12.9;0;141.2;o3;16/06/2023;17/06/2023
37282;4;12.4;7.4;10.2;0.1;141.1;o3;16/06/2023;17/06/2023
18281;4;15.1;9.6;10.5;0.1;149.5;o3;16/06/2023;17/06/2023
37104;4;14.1;8.7;10.4;0.2;142.8;o3;16/06/2023;17/06/2023
36112;4;14.8;9;11.1;0.1;151.7;o3;16/06/2023;17/06/2023
18048;4;14.4;9.5;10.9;0.1;152.1;o3;16/06/2023;17/06/2023
18150;4;15.5;10.2;15.8;0.1;149.5;o3;16/06/2023;17/06/2023
37008;4;12.9;8.1;9.7;0.1;141.3;o3;16/06/2023;17/06/2023
36029;4;14.2;8.5;7.9;0.1;153.3;o3;16/06/2023;17/06/2023
41022;4;14.9;9.1;12.7;0.1;143.9;o3;16/06/2023;17/06/2023
28282;4;17.2;10;15.7;0.1;134.1;o3;16/06/2023;17/06/2023
28034;4;17.8;10.6;21.3;0.1;134;o3;16/06/2023;17/06/2023
28408;4;16.8;10;16.9;0.1;141.8;o3;16/06/2023;17/06/2023
36056;4;12.5;7.5;9.1;0.2;140.7;o3;16/06/2023;17/06/2023
37061;4;12.8;7.5;8.6;0;141.2;o3;16/06/2023;17/06/2023
37001;4;13.2;7.9;9.5;0.1;142.3;o3;16/06/2023;17/06/2023
36194;4;13.7;8.2;11;0.1;140;o3;16/06/2023;17/06/2023
36053;4;13.5;7.6;8.3;0;136.7;o3;16/06/2023;17/06/2023
36219;4;14.4;8.2;8.3;0.1;143.3;o3;16/06/2023;17/06/2023
37257;4;13.2;8.2;9.2;0.2;139.3;o3;16/06/2023;17/06/2023
41074;4;14.6;9.5;9.9;0;146.9;o3;16/06/2023;17/06/2023
28240;4;17.5;10;14.3;0;134.4;o3;16/06/2023;17/06/2023
28261;4;16.9;10;17;0.1;134.4;o3;16/06/2023;17/06/2023
28107;4;16.9;10;16.5;0.1;136.6;o3;16/06/2023;17/06/2023
28264;4;17.5;10;13.8;0;133.4;o3;16/06/2023;17/06/2023
45185;4;15.9;8.9;17;0.1;144.2;o3;16/06/2023;17/06/2023
41095;4;14.7;9.2;12.4;0;143.1;o3;16/06/2023;17/06/2023
41154;4;14.8;9.3;12.9;0.1;144.1;o3;16/06/2023;17/06/2023
37274;4;15.2;9.4;11.1;0.1;142.4;o3;16/06/2023;17/06/2023
37013;4;15.3;9.6;8.3;0.3;142;o3;16/06/2023;17/06/2023
37055;4;14.8;9.5;9.9;0.2;140.1;o3;16/06/2023;17/06/2023
18205;4;15.9;10;13.6;0.2;153.1;o3;16/06/2023;17/06/2023
18090;4;14.5;8.7;10.8;0.1;149.9;o3;16/06/2023;17/06/2023
36034;4;13.7;8.5;9.5;0.1;153.1;o3;16/06/2023;17/06/2023
45245;4;14.1;8.2;14.8;0.1;143.8;o3;16/06/2023;17/06/2023
45085;4;14.5;7.9;14.3;0.1;143.9;o3;16/06/2023;17/06/2023
18047;4;14.8;9.1;10.5;0.1;147.9;o3;16/06/2023;17/06/2023
36121;4;14.4;9;8.4;0.1;154.8;o3;16/06/2023;17/06/2023
18206;4;15.3;9.4;10.3;0.1;153.1;o3;16/06/2023;17/06/2023
18051;4;14.7;8.9;9.8;0.1;146.7;o3;16/06/2023;17/06/2023
36099;4;11.5;7;11;0.2;139;o3;16/06/2023;17/06/2023
36070;4;11.2;6.8;10.3;0.1;136.5;o3;16/06/2023;17/06/2023
36066;4;12.1;6.9;8.5;0.1;139.4;o3;16/06/2023;17/06/2023
36231;4;14.3;8.7;9.2;0.1;145.6;o3;16/06/2023;17/06/2023
18067;4;14.2;9.3;11;0;147;o3;16/06/2023;17/06/2023
41009;4;16.1;10.5;15.1;0.1;141.8;o3;16/06/2023;17/06/2023
36119;4;12.3;7.1;11.2;0.1;140.6;o3;16/06/2023;17/06/2023
36193;4;13.7;8.1;9.1;0.1;139.3;o3;16/06/2023;17/06/2023
41195;4;13.4;8.5;10.3;0.1;144.4;o3;16/06/2023;17/06/2023
41098;4;15;9.2;12.4;0;138.9;o3;16/06/2023;17/06/2023
45182;4;15.3;9.8;9.1;0;139.2;o3;16/06/2023;17/06/2023
18079;4;14.6;8.6;11.2;0.1;148.9;o3;16/06/2023;17/06/2023
45004;4;16.6;8.8;17.8;0.2;145.5;o3;16/06/2023;17/06/2023
36164;4;12.8;7.8;10.4;0.2;144.2;o3;16/06/2023;17/06/2023
45188;4;16.4;9.9;16.6;0.1;142.9;o3;16/06/2023;17/06/2023
18276;4;14.1;9.1;10.8;0.1;147.4;o3;16/06/2023;17/06/2023
37177;4;12;7.5;9;0;140.8;o3;16/06/2023;17/06/2023
37097;4;12.8;7.9;10.8;0.1;141.2;o3;16/06/2023;17/06/2023
45202;4;15.6;9.9;16.2;0.1;136.3;o3;16/06/2023;17/06/2023
45049;4;15.9;9.6;15.1;0;142.7;o3;16/06/2023;17/06/2023
41238;4;15.8;9.7;12.7;0.1;142.3;o3;16/06/2023;17/06/2023
45309;4;14.4;8.8;10.9;0.1;142.1;o3;16/06/2023;17/06/2023
45082;4;15.9;9.5;17.3;0.1;141.1;o3;16/06/2023;17/06/2023
41127;4;14.2;9;9.9;0;149.1;o3;16/06/2023;17/06/2023
41161;4;14.8;9.4;12.1;0.1;153.8;o3;16/06/2023;17/06/2023
41271;4;14.2;9;10.1;0;148.3;o3;16/06/2023;17/06/2023
28393;4;17.9;10.5;18.4;0.1;134.5;o3;16/06/2023;17/06/2023
37155;4;15;9.4;11.2;0.1;144.1;o3;16/06/2023;17/06/2023
37171;4;14.4;8.9;10.4;0.1;142.5;o3;16/06/2023;17/06/2023
41279;4;15.1;9.5;11;0.1;138.8;o3;16/06/2023;17/06/2023
37245;4;16;9.9;16;0.1;142.6;o3;16/06/2023;17/06/2023
18052;4;14;9.2;10.9;0.1;147.4;o3;16/06/2023;17/06/2023
18252;4;14.1;8.6;11.9;0.2;142.8;o3;16/06/2023;17/06/2023
18143;4;13.9;8.8;10.5;0.2;151.5;o3;16/06/2023;17/06/2023
45164;4;15.1;9.2;13.5;0;140.5;o3;16/06/2023;17/06/2023
41296;4;14.9;9.2;12;0.1;152.4;o3;16/06/2023;17/06/2023
28362;4;17.5;10;13.7;0;133.6;o3;16/06/2023;17/06/2023
41044;4;15.1;9.9;13.1;0;153;o3;16/06/2023;17/06/2023
18083;4;14.1;8.7;12.1;0.2;144.5;o3;16/06/2023;17/06/2023
36179;4;14.4;9.1;11;0.1;156.3;o3;16/06/2023;17/06/2023
37277;4;12;7.3;8.6;0;138.2;o3;16/06/2023;17/06/2023
28385;4;17.4;10.1;15.6;0.1;133.4;o3;16/06/2023;17/06/2023
37018;4;15.6;9.7;17.7;0.4;141.1;o3;16/06/2023;17/06/2023
37057;4;13.1;7.8;10.7;0.1;142.8;o3;16/06/2023;17/06/2023
45148;4;16.5;8.6;17.1;0.1;145.7;o3;16/06/2023;17/06/2023
45327;4;16.3;9.9;17.6;0.1;141.8;o3;16/06/2023;17/06/2023
36123;4;13.4;7.8;7.4;0.1;138.6;o3;16/06/2023;17/06/2023
37058;4;15;9.6;11;0.4;141.6;o3;16/06/2023;17/06/2023
41109;4;15.3;9.7;14;0.1;139.3;o3;16/06/2023;17/06/2023
37010;4;15.1;9.2;12.1;0.1;143.5;o3;16/06/2023;17/06/2023
41234;4;14.8;9.2;13.2;0;137.4;o3;16/06/2023;17/06/2023
41209;4;14.5;9.1;13.1;0.1;141.4;o3;16/06/2023;17/06/2023
18284;4;14.9;9.1;11.5;0.1;146.5;o3;16/06/2023;17/06/2023
45017;4;16.4;9.4;15.8;0.1;142.9;o3;16/06/2023;17/06/2023
37221;4;12.5;7.6;10.9;0.1;137.6;o3;16/06/2023;17/06/2023
37030;4;14.7;9.4;11.7;0.1;143.9;o3;16/06/2023;17/06/2023
41145;4;13.5;8.6;10.1;0.1;137.4;o3;16/06/2023;17/06/2023
36007;4;13.9;8.4;10.1;0.1;144.7;o3;16/06/2023;17/06/2023
37266;4;14.1;8.8;11.3;0.2;142;o3;16/06/2023;17/06/2023
45317;4;15.3;9.9;16.3;0.1;135.7;o3;16/06/2023;17/06/2023
45234;4;21.2;13.5;49.3;0.8;143.3;o3;16/06/2023;17/06/2023
45340;4;15;9.2;12.1;0;142;o3;16/06/2023;17/06/2023
18227;4;14.3;9.3;11.6;0;147.9;o3;16/06/2023;17/06/2023
45292;4;14.7;7.8;14.7;0.1;144.1;o3;16/06/2023;17/06/2023
28023;4;17.3;10.5;19.5;0.1;133.2;o3;16/06/2023;17/06/2023
37068;4;15.8;9.8;11.5;0.1;143.5;o3;16/06/2023;17/06/2023
18103;4;13.8;8.8;10.1;0;147.4;o3;16/06/2023;17/06/2023
37252;4;13.3;8.4;9.3;0;140.9;o3;16/06/2023;17/06/2023
37276;4;14.9;9.3;11.7;0.1;143.9;o3;16/06/2023;17/06/2023
28398;4;16.4;9.8;16.6;0.1;134.7;o3;16/06/2023;17/06/2023
18025;4;13.8;8.6;10.6;0.7;152;o3;16/06/2023;17/06/2023
37112;4;15;9.6;9.2;0.4;141.6;o3;16/06/2023;17/06/2023
28280;4;17.3;10.1;13.8;0.1;132.1;o3;16/06/2023;17/06/2023
28233;4;16.6;9.8;15.8;0.1;136.2;o3;16/06/2023;17/06/2023
36062;4;11.6;7;9.6;0.1;138.3;o3;16/06/2023;17/06/2023
41200;4;14.7;9.1;12.4;0.1;140.5;o3;16/06/2023;17/06/2023
28001;4;18;10.5;27.6;0.1;136.3;o3;16/06/2023;17/06/2023
41010;4;14.8;9.2;13.3;0.1;141.8;o3;16/06/2023;17/06/2023
36088;4;14.8;9.3;9.9;0.1;157.3;o3;16/06/2023;17/06/2023
36096;4;12.1;7;7.8;0.1;139.6;o3;16/06/2023;17/06/2023
37122;4;16.3;10.1;18.7;0.5;142.2;o3;16/06/2023;17/06/2023
18018;4;14.8;9;10.5;0.1;151.3;o3;16/06/2023;17/06/2023
28304;4;16.6;9.7;16.8;0;137.6;o3;16/06/2023;17/06/2023
37064;4;12.7;7.5;8.8;0;141.1;o3;16/06/2023;17/06/2023
37066;4;13.1;8;9.6;0.1;139;o3;16/06/2023;17/06/2023
36006;4;13.2;7.6;8.5;0;140.6;o3;16/06/2023;17/06/2023
36018;4;12.2;6.9;10.1;0.1;139.6;o3;16/06/2023;17/06/2023
37128;4;14.5;9.2;8.2;0.3;139.9;o3;16/06/2023;17/06/2023
37192;4;12.7;7.8;9.3;0.1;140.5;o3;16/06/2023;17/06/2023
28294;4;16.8;10;17;0.1;142.8;o3;16/06/2023;17/06/2023
18141;4;15.6;9.9;11.2;0.1;150.3;o3;16/06/2023;17/06/2023
36149;4;13.3;8;11.5;0.1;139.6;o3;16/06/2023;17/06/2023
36055;4;13;7.7;11.6;0.1;138.3;o3;16/06/2023;17/06/2023
18012;4;13.8;8.4;11.7;0.8;152.2;o3;16/06/2023;17/06/2023
37250;4;13.6;8.4;9.4;0.2;141.5;o3;16/06/2023;17/06/2023
28161;4;16.7;9.9;16.8;0.1;134.2;o3;16/06/2023;17/06/2023
28419;4;16.7;9.6;15.5;0.1;136.7;o3;16/06/2023;17/06/2023
41199;4;15.1;9.2;12;0;139.7;o3;16/06/2023;17/06/2023
18102;4;14;9;11.7;0.1;149.1;o3;16/06/2023;17/06/2023
18120;4;13.8;8.5;11.2;0.5;151;o3;16/06/2023;17/06/2023
18068;4;14;9;10.2;0.1;148.6;o3;16/06/2023;17/06/2023
18011;4;14.2;9.3;12.8;0.1;147.2;o3;16/06/2023;17/06/2023
41269;4;14.9;9.3;13.2;0.1;141.3;o3;16/06/2023;17/06/2023
18089;4;13.8;9.1;16.3;0.2;147.2;o3;16/06/2023;17/06/2023
36038;4;13.2;8;10.7;0.2;146.8;o3;16/06/2023;17/06/2023
28134;4;19;11;34.2;0.5;136.4;o3;16/06/2023;17/06/2023
37034;4;13.3;8.4;10;0.2;134.1;o3;16/06/2023;17/06/2023
37125;4;13.8;9;9.7;0.3;135.6;o3;16/06/2023;17/06/2023
18027;4;14.8;9;10.5;0.1;151.4;o3;16/06/2023;17/06/2023
36163;4;12.9;7.8;10.3;0.2;143.3;o3;16/06/2023;17/06/2023
36110;4;13.3;7.7;8.2;0.1;142.2;o3;16/06/2023;17/06/2023
37153;4;15.4;9.9;13.5;0.1;144.1;o3;16/06/2023;17/06/2023
18170;4;14.7;9.1;12.2;0.1;146.8;o3;16/06/2023;17/06/2023
28022;4;18;10.7;22;0.1;134.9;o3;16/06/2023;17/06/2023
41262;4;14.3;9.3;10;0;143.8;o3;16/06/2023;17/06/2023
18193;4;13.3;8.3;10.5;0.2;142.4;o3;16/06/2023;17/06/2023
36060;4;12.5;7.6;10.3;0.3;142.2;o3;16/06/2023;17/06/2023
37006;4;13.7;8.6;11.2;0.2;138.5;o3;16/06/2023;17/06/2023
18279;4;15.8;10.3;17.5;0.1;150.2;o3;16/06/2023;17/06/2023
45272;4;16.8;10.7;20.4;0.2;140.8;o3;16/06/2023;17/06/2023
18022;4;14.7;8.8;12.3;0.1;146.8;o3;16/06/2023;17/06/2023
41140;4;13.9;9;10.3;0;149.8;o3;16/06/2023;17/06/2023
41078;4;15.2;9.4;13.1;0.1;142.6;o3;16/06/2023;17/06/2023
28237;4;17.1;9.9;12.8;0;132.8;o3;16/06/2023;17/06/2023
36100;4;13;8;12.6;0.1;147.8;o3;16/06/2023;17/06/2023
36135;4;13.9;8.4;8;0.1;147.1;o3;16/06/2023;17/06/2023
18056;4;13.8;8.6;10.8;0.2;151.5;o3;16/06/2023;17/06/2023
36016;4;12.4;7;9.2;0;136.6;o3;16/06/2023;17/06/2023
36204;4;12.7;7.4;7.1;0.1;139.3;o3;16/06/2023;17/06/2023
41068;4;13.7;8.8;10;0;146.8;o3;16/06/2023;17/06/2023
41152;4;14.2;9;10.1;0;147.8;o3;16/06/2023;17/06/2023
18147;4;14.5;9.4;9.5;0;148.3;o3;16/06/2023;17/06/2023
28302;4;17.7;10.3;15.8;0.1;133.7;o3;16/06/2023;17/06/2023
28232;4;17.5;9.9;13.9;0;135.1;o3;16/06/2023;17/06/2023
28246;4;16.4;9.4;14.9;0;136.8;o3;16/06/2023;17/06/2023
45275;4;15.3;7.9;15.7;0.1;144.5;o3;16/06/2023;17/06/2023
28176;4;16.4;9.5;14.8;0.1;136.9;o3;16/06/2023;17/06/2023
18261;4;14;9.1;10.3;0.1;148.3;o3;16/06/2023;17/06/2023
18224;4;13.6;8.4;11.9;0.5;151.1;o3;16/06/2023;17/06/2023
41097;4;13.7;8.6;9.7;0.1;148.3;o3;16/06/2023;17/06/2023
18213;4;15.5;9.5;12.3;0.2;151.4;o3;16/06/2023;17/06/2023
45303;4;16.6;9;17.3;0.1;144.7;o3;16/06/2023;17/06/2023
36001;4;12.4;7.5;10.4;0.3;140.6;o3;16/06/2023;17/06/2023
45186;4;16.7;9.2;15.6;0.1;143.2;o3;16/06/2023;17/06/2023
41241;4;14.7;9.8;10.8;0;152.4;o3;16/06/2023;17/06/2023
18041;4;13.7;9.2;15;0.1;147.5;o3;16/06/2023;17/06/2023
18112;4;13.7;8.8;9.9;0.1;146.5;o3;16/06/2023;17/06/2023
41194;4;13.8;8.9;10.7;0.1;150;o3;16/06/2023;17/06/2023
37228;4;15.1;9.6;10.9;0.4;141.7;o3;16/06/2023;17/06/2023
28037;4;18.8;10.9;17.4;0.1;135;o3;16/06/2023;17/06/2023
18238;4;13.8;9;16.1;0.2;147.1;o3;16/06/2023;17/06/2023
41275;4;15;9.2;12.9;0.1;143.2;o3;16/06/2023;17/06/2023
28196;4;17.3;10.1;18.2;0.1;135.2;o3;16/06/2023;17/06/2023
36013;4;13.9;8.4;7.3;0.1;147.3;o3;16/06/2023;17/06/2023
41072;4;15;9.2;12.4;0.1;140.5;o3;16/06/2023;17/06/2023
41086;4;13.5;8.8;9.9;0;145.1;o3;16/06/2023;17/06/2023
37085;4;12.7;7.8;8.6;0.1;140.8;o3;16/06/2023;17/06/2023
18156;4;14.5;8.7;9.2;0.1;147.4;o3;16/06/2023;17/06/2023
28373;4;17.8;10.3;15.2;0.1;135.3;o3;16/06/2023;17/06/2023
45062;4;19.3;12.3;29.9;0.3;144.2;o3;16/06/2023;17/06/2023
37091;4;12.9;8.2;9.7;0.1;141.1;o3;16/06/2023;17/06/2023
36045;4;12.7;7.5;11.9;0.1;138.6;o3;16/06/2023;17/06/2023
37173;4;12.4;7.5;8.4;0;141.3;o3;16/06/2023;17/06/2023
18106;4;14.5;9.5;11.4;0.1;151.8;o3;16/06/2023;17/06/2023
18165;4;14.9;9.4;8.7;0.1;150.6;o3;16/06/2023;17/06/2023
37072;4;15.2;9.7;10.7;0.5;139.6;o3;16/06/2023;17/06/2023
37113;4;12.8;7.7;8.2;0;141.4;o3;16/06/2023;17/06/2023
37247;4;13.1;8;11.2;0.1;142.5;o3;16/06/2023;17/06/2023
37180;4;13.3;8.5;11.3;0.1;136.1;o3;16/06/2023;17/06/2023
41134;4;15.6;10.3;16.5;0.1;142;o3;16/06/2023;17/06/2023
37159;4;13.8;8.7;11.2;0.2;140.4;o3;16/06/2023;17/06/2023
45171;4;14.4;9;11.4;0;141.8;o3;16/06/2023;17/06/2023
41106;4;14.9;9.3;12;0.1;152.1;o3;16/06/2023;17/06/2023
28365;4;17.1;10;17.6;0.1;135.5;o3;16/06/2023;17/06/2023
45113;4;15.7;7.9;16.6;0.1;144.7;o3;16/06/2023;17/06/2023
41026;4;14.9;9.3;13;0.1;144.5;o3;16/06/2023;17/06/2023
28353;4;16.3;9.6;15;0.1;136.9;o3;16/06/2023;17/06/2023
37059;4;15.8;9.9;18.2;0.2;141.6;o3;16/06/2023;17/06/2023
18098;4;14;8.5;11.6;0.1;150.2;o3;16/06/2023;17/06/2023
18275;4;14.4;9.4;12;0.2;150.8;o3;16/06/2023;17/06/2023
41176;4;14.6;9.4;12;0.1;154;o3;16/06/2023;17/06/2023
41250;4;14.8;9.3;10.8;0.1;140.5;o3;16/06/2023;17/06/2023
18002;4;13.7;9.2;14.2;0.1;147.1;o3;16/06/2023;17/06/2023
18250;4;14.2;9.5;10.2;0;150.5;o3;16/06/2023;17/06/2023
41258;4;12.5;7.9;10.6;0.1;138.4;o3;16/06/2023;17/06/2023
36031;4;14.2;8.5;11.8;0.1;142.9;o3;16/06/2023;17/06/2023
28120;4;18.5;10.7;16.9;0.1;135.2;o3;16/06/2023;17/06/2023
28124;4;18.9;10.9;20.5;0.1;135.3;o3;16/06/2023;17/06/2023
37130;4;13;7.7;10.9;0.1;142.9;o3;16/06/2023;17/06/2023
28072;4;16.9;9.9;13.6;0.1;132.2;o3;16/06/2023;17/06/2023
37234;4;13.2;8.1;9.5;0.1;139.1;o3;16/06/2023;17/06/2023
45016;4;14.1;8.6;14.1;0.1;142.9;o3;16/06/2023;17/06/2023
37251;4;15.5;9.5;9.6;0.2;142.2;o3;16/06/2023;17/06/2023
36139;4;14.3;8.4;8.6;0.1;143.6;o3;16/06/2023;17/06/2023
36106;4;12.5;7.2;8.6;0;136.9;o3;16/06/2023;17/06/2023
41041;4;14.8;9.1;12.4;0.1;143.4;o3;16/06/2023;17/06/2023
18036;4;15.2;9.8;11.5;0.1;147.9;o3;16/06/2023;17/06/2023
18064;4;14.4;9.3;10.5;0;148.7;o3;16/06/2023;17/06/2023
36165;4;11.9;7;9.8;0.1;140.1;o3;16/06/2023;17/06/2023
18234;4;14.1;8.5;10.6;0.2;139.2;o3;16/06/2023;17/06/2023
18237;4;15.6;9.9;10.1;0.1;150.1;o3;16/06/2023;17/06/2023
18076;4;13.6;9.2;12.3;0.1;146.3;o3;16/06/2023;17/06/2023
37067;4;14.3;9.3;7.9;0.3;139.5;o3;16/06/2023;17/06/2023
37144;4;14.5;9.3;10.3;0.5;137.4;o3;16/06/2023;17/06/2023
18124;4;15.1;9.5;10.2;0.1;148.7;o3;16/06/2023;17/06/2023
45146;4;14.9;9.6;10.4;0.1;140.2;o3;16/06/2023;17/06/2023
41231;4;14.3;9.4;11.1;0.1;152.3;o3;16/06/2023;17/06/2023
41129;4;15.3;9.9;12.2;0.1;142.9;o3;16/06/2023;17/06/2023
18163;4;14.7;8.7;10.5;0.1;148;o3;16/06/2023;17/06/2023
28130;4;17.9;10.4;16;0.1;134.3;o3;16/06/2023;17/06/2023
45034;4;16.9;10.5;20.3;0.2;142.3;o3;16/06/2023;17/06/2023
37028;4;12.1;7.3;9.2;0.1;141.2;o3;16/06/2023;17/06/2023
36176;4;12.6;7.1;8.6;0;137;o3;16/06/2023;17/06/2023
36142;4;14.6;8.9;12.9;0.1;145.3;o3;16/06/2023;17/06/2023
37136;4;13.2;7.9;8.8;0.1;142.5;o3;16/06/2023;17/06/2023
36220;4;13.5;7.7;8.5;0;140.3;o3;16/06/2023;17/06/2023
37181;4;12.9;7.6;9.1;0;141.5;o3;16/06/2023;17/06/2023
36084;4;13.1;7.8;8.1;0.2;142.5;o3;16/06/2023;17/06/2023
36010;4;12.4;7.3;8.7;0;140.8;o3;16/06/2023;17/06/2023
41012;4;15.9;9.7;11.8;0.1;143.4;o3;16/06/2023;17/06/2023
45300;4;15.8;9.9;17.8;0.1;141;o3;16/06/2023;17/06/2023
41159;4;14.2;9;10.1;0;149.6;o3;16/06/2023;17/06/2023
45324;4;14.6;9;12.1;0;141.2;o3;16/06/2023;17/06/2023
45329;4;15;7.7;15.9;0.1;144.5;o3;16/06/2023;17/06/2023
28156;4;17.5;10;14.3;0;134.7;o3;16/06/2023;17/06/2023
28136;4;17.7;10.4;20.8;0.1;135.1;o3;16/06/2023;17/06/2023
45060;4;14.6;8.5;14.5;0.1;144.2;o3;16/06/2023;17/06/2023
41294;4;15;9.3;12.9;0.1;141.1;o3;16/06/2023;17/06/2023
37101;4;15.3;9.6;11.3;0.1;142.3;o3;16/06/2023;17/06/2023
18268;4;14.7;9.7;12;0.1;150.2;o3;16/06/2023;17/06/2023
18184;4;13.8;8.6;10.8;0.3;151.1;o3;16/06/2023;17/06/2023
36175;4;14.4;8.6;8.1;0.1;151.9;o3;16/06/2023;17/06/2023
28289;4;17.6;10.4;18.6;0.1;134.7;o3;16/06/2023;17/06/2023
18162;4;14.7;8.8;10.2;0.1;147.5;o3;16/06/2023;17/06/2023
41084;4;14.8;9.9;11.5;0.1;152.7;o3;16/06/2023;17/06/2023
18174;4;15.1;9.2;11.1;0.1;150.8;o3;16/06/2023;17/06/2023
37258;4;15.1;9.5;9.6;0.6;139.1;o3;16/06/2023;17/06/2023
37194;4;14.9;9.3;12.2;0.1;143.7;o3;16/06/2023;17/06/2023
41139;4;13;8;9.9;0.1;142.4;o3;16/06/2023;17/06/2023
37140;4;13.6;8.5;12.3;0.1;136.3;o3;16/06/2023;17/06/2023
37109;4;16.6;10.4;22.3;0.5;141.7;o3;16/06/2023;17/06/2023
37117;4;15;9.5;8.7;0.3;140.6;o3;16/06/2023;17/06/2023
36237;4;13.9;8.4;7.3;0.1;148.2;o3;16/06/2023;17/06/2023
37044;4;12.8;7.6;8.2;0;141;o3;16/06/2023;17/06/2023
28257;4;16.7;9.9;17;0.1;139.5;o3;16/06/2023;17/06/2023
37133;4;12.1;7.4;10.3;0;137.9;o3;16/06/2023;17/06/2023
18130;4;14;9.1;12;0.1;147.3;o3;16/06/2023;17/06/2023
45029;4;14.6;8.4;15.4;0.1;143.9;o3;16/06/2023;17/06/2023
45228;4;16.4;9.4;13.7;0;141.7;o3;16/06/2023;17/06/2023
36068;4;13.6;8.5;9;0.1;153.9;o3;16/06/2023;17/06/2023
28329;4;16.5;9.7;15.4;0.1;136.5;o3;16/06/2023;17/06/2023
18185;4;14.9;9.5;10.3;0.1;149;o3;16/06/2023;17/06/2023
